"Wavelength","Reflectance","status"
518.988087237,0.118535621437784,"Fresh"
519.988087237,0.124347688493385,"Fresh"
520.988087237,0.130271902015991,"Fresh"
521.988087237,0.136239293168493,"Fresh"
522.988087237,0.142195366832975,"Fresh"
523.988087237,0.148093893771086,"Fresh"
524.988087237,0.153825186842687,"Fresh"
525.988087237,0.159391223572255,"Fresh"
526.988087237,0.164779867286171,"Fresh"
527.988087237,0.169942212568434,"Fresh"
528.988087237,0.174708176288384,"Fresh"
529.988087237,0.179130289303494,"Fresh"
530.988087237,0.18331035692775,"Fresh"
531.988087237,0.187197205812254,"Fresh"
532.988087237,0.190755707065548,"Fresh"
533.988087237,0.19397583829889,"Fresh"
534.988087237,0.196873197939163,"Fresh"
535.988087237,0.199504589220046,"Fresh"
536.988087237,0.20181848292395,"Fresh"
537.988087237,0.203833023686686,"Fresh"
538.988087237,0.205776787772256,"Fresh"
539.988087237,0.207589466354626,"Fresh"
540.988087237,0.20923925570178,"Fresh"
541.988087237,0.210720091719748,"Fresh"
542.988087237,0.212109928945565,"Fresh"
543.988087237,0.213503274427574,"Fresh"
544.988087237,0.214885641339956,"Fresh"
545.988087237,0.216111964124905,"Fresh"
546.988087237,0.217341205541838,"Fresh"
547.988087237,0.218518044698807,"Fresh"
548.988087237,0.219561128599595,"Fresh"
549.988087237,0.220494280443628,"Fresh"
550.988087237,0.221239522605533,"Fresh"
551.988087237,0.221737862309934,"Fresh"
552.988087237,0.221946735153039,"Fresh"
553.988087237,0.221846587219571,"Fresh"
554.988087237,0.221424647678731,"Fresh"
555.988087237,0.220669618998378,"Fresh"
556.988087237,0.219565776944194,"Fresh"
557.988087237,0.21818129114246,"Fresh"
558.988087237,0.216487012482105,"Fresh"
559.988087237,0.214457913005988,"Fresh"
560.988087237,0.212263905965646,"Fresh"
561.988087237,0.209831407262336,"Fresh"
562.988087237,0.207171937258664,"Fresh"
563.988087237,0.204383662813715,"Fresh"
564.988087237,0.20143863093947,"Fresh"
565.988087237,0.198338985049499,"Fresh"
566.988087237,0.195091194188521,"Fresh"
567.988087237,0.191698829399587,"Fresh"
568.988087237,0.188163824298455,"Fresh"
569.988087237,0.184535956152384,"Fresh"
570.988087237,0.180895542630408,"Fresh"
571.988087237,0.177356035406391,"Fresh"
572.988087237,0.173974942313885,"Fresh"
573.988087237,0.1707779727515,"Fresh"
574.988087237,0.167758875007273,"Fresh"
575.988087237,0.164879433675356,"Fresh"
576.988087237,0.162162188604158,"Fresh"
577.988087237,0.159625806052955,"Fresh"
578.988087237,0.1572320552225,"Fresh"
579.988087237,0.155004404874027,"Fresh"
580.988087237,0.15291331063887,"Fresh"
581.988087237,0.150901965925448,"Fresh"
582.988087237,0.148995642013467,"Fresh"
583.988087237,0.147190091082277,"Fresh"
584.988087237,0.145471390096077,"Fresh"
585.988087237,0.143809156364964,"Fresh"
586.988087237,0.142248023159033,"Fresh"
587.988087237,0.140803180660411,"Fresh"
588.988087237,0.13947330787201,"Fresh"
589.988087237,0.138256800694499,"Fresh"
590.988087237,0.137103657690298,"Fresh"
591.988087237,0.136008817163232,"Fresh"
592.988087237,0.135016982094421,"Fresh"
593.988087237,0.13410456946968,"Fresh"
594.988087237,0.133253402486867,"Fresh"
595.988087237,0.132444377014389,"Fresh"
596.988087237,0.131662854267886,"Fresh"
597.988087237,0.130900227435461,"Fresh"
598.988087237,0.130143191365809,"Fresh"
599.988087237,0.129368451377641,"Fresh"
600.988087237,0.128505382792588,"Fresh"
601.988087237,0.127545776441674,"Fresh"
602.988087237,0.126484952925209,"Fresh"
603.988087237,0.125313547617432,"Fresh"
604.988087237,0.124039187968763,"Fresh"
605.988087237,0.12263924025794,"Fresh"
606.988087237,0.121097091909934,"Fresh"
607.988087237,0.119457814744836,"Fresh"
608.988087237,0.117773535165101,"Fresh"
609.988087237,0.116048740504315,"Fresh"
610.988087237,0.11425390680404,"Fresh"
611.988087237,0.112461747915665,"Fresh"
612.988087237,0.110675402677177,"Fresh"
613.988087237,0.108908731764561,"Fresh"
614.988087237,0.107219779964321,"Fresh"
615.988087237,0.105613857580584,"Fresh"
616.988087237,0.104105539214582,"Fresh"
617.988087237,0.102712206331337,"Fresh"
618.988087237,0.101463367249841,"Fresh"
619.988087237,0.100368805397701,"Fresh"
620.988087237,0.0994313119672269,"Fresh"
621.988087237,0.0986442020068985,"Fresh"
622.988087237,0.0979363024099797,"Fresh"
623.988087237,0.0973499087293449,"Fresh"
624.988087237,0.0969136877484741,"Fresh"
625.988087237,0.0965458087245746,"Fresh"
626.988087237,0.0962770858327265,"Fresh"
627.988087237,0.0960923814236405,"Fresh"
628.988087237,0.0959461237962322,"Fresh"
629.988087237,0.0957675183052404,"Fresh"
630.988087237,0.095528460442646,"Fresh"
631.988087237,0.0952086915755482,"Fresh"
632.988087237,0.0947934917745495,"Fresh"
633.988087237,0.094167931175002,"Fresh"
634.988087237,0.093317312495915,"Fresh"
635.988087237,0.0922556406796725,"Fresh"
636.988087237,0.0909750857198379,"Fresh"
637.988087237,0.0894975654086812,"Fresh"
638.988087237,0.0878652317958643,"Fresh"
639.988087237,0.0861313232158062,"Fresh"
640.988087237,0.0842983642019457,"Fresh"
641.988087237,0.0824115912159797,"Fresh"
642.988087237,0.0805113533981579,"Fresh"
643.988087237,0.0786056854883792,"Fresh"
644.988087237,0.0767467252919589,"Fresh"
645.988087237,0.0749864046879724,"Fresh"
646.988087237,0.07336837154709,"Fresh"
647.988087237,0.0718887880638135,"Fresh"
648.988087237,0.0706186166712986,"Fresh"
649.988087237,0.069558553469841,"Fresh"
650.988087237,0.0686423119994629,"Fresh"
651.988087237,0.067888933140157,"Fresh"
652.988087237,0.067232879497261,"Fresh"
653.988087237,0.0665963443508064,"Fresh"
654.988087237,0.0659125189150597,"Fresh"
655.988087237,0.0651576739893366,"Fresh"
656.988087237,0.0643284903764752,"Fresh"
657.988087237,0.0634410317532055,"Fresh"
658.988087237,0.0625214889855116,"Fresh"
659.988087237,0.0615970648962213,"Fresh"
660.988087237,0.0607000249828227,"Fresh"
661.988087237,0.0598673936117165,"Fresh"
662.988087237,0.0591324537036814,"Fresh"
663.988087237,0.0585000362042679,"Fresh"
664.988087237,0.057977525949461,"Fresh"
665.988087237,0.0575986719902814,"Fresh"
666.988087237,0.0573591567925983,"Fresh"
667.988087237,0.0572309925304919,"Fresh"
668.988087237,0.0571816337969898,"Fresh"
669.988087237,0.057244060600141,"Fresh"
670.988087237,0.0574117700085675,"Fresh"
671.988087237,0.0576616198939676,"Fresh"
672.988087237,0.057955272223606,"Fresh"
673.988087237,0.0583621734119134,"Fresh"
674.988087237,0.058840872047711,"Fresh"
675.988087237,0.0593463235584211,"Fresh"
676.988087237,0.0599043425966877,"Fresh"
677.988087237,0.0605724200435383,"Fresh"
678.988087237,0.061341755151363,"Fresh"
679.988087237,0.0621708406955784,"Fresh"
680.988087237,0.0630879767827706,"Fresh"
681.988087237,0.0641413695739108,"Fresh"
682.988087237,0.0653719253201599,"Fresh"
683.988087237,0.0668035343565094,"Fresh"
684.988087237,0.068593472324474,"Fresh"
685.988087237,0.0708661251905924,"Fresh"
686.988087237,0.0737807392245762,"Fresh"
687.988087237,0.0776071089027365,"Fresh"
688.988087237,0.0825385123219329,"Fresh"
689.988087237,0.0888019929202893,"Fresh"
690.988087237,0.0966172505102372,"Fresh"
691.988087237,0.10605309712745,"Fresh"
692.988087237,0.117154389030212,"Fresh"
693.988087237,0.129909627310461,"Fresh"
694.988087237,0.144246041745192,"Fresh"
695.988087237,0.160007217466374,"Fresh"
696.988087237,0.177048913092593,"Fresh"
697.988087237,0.195216790677079,"Fresh"
698.988087237,0.214351393773063,"Fresh"
699.988087237,0.234250052504672,"Fresh"
700.988087237,0.254729950056699,"Fresh"
701.988087237,0.275624606696455,"Fresh"
702.988087237,0.296734014393907,"Fresh"
703.988087237,0.317920029469349,"Fresh"
704.988087237,0.339068924411548,"Fresh"
705.988087237,0.360080367941455,"Fresh"
706.988087237,0.380955333213752,"Fresh"
707.988087237,0.401674465671428,"Fresh"
708.988087237,0.422196593914428,"Fresh"
709.988087237,0.442474100854021,"Fresh"
710.988087237,0.462489417602022,"Fresh"
711.988087237,0.48222484783068,"Fresh"
712.988087237,0.501658449117193,"Fresh"
713.988087237,0.520758856723914,"Fresh"
714.988087237,0.539506057027446,"Fresh"
715.988087237,0.557859075460187,"Fresh"
716.988087237,0.575757353645242,"Fresh"
717.988087237,0.593203495595129,"Fresh"
718.988087237,0.610174629283443,"Fresh"
719.988087237,0.626638383930056,"Fresh"
720.988087237,0.642524501191289,"Fresh"
721.988087237,0.657828682273148,"Fresh"
722.988087237,0.672540111209051,"Fresh"
723.988087237,0.686616163258228,"Fresh"
724.988087237,0.700048134522333,"Fresh"
725.988087237,0.71281601787215,"Fresh"
726.988087237,0.724916435837362,"Fresh"
727.988087237,0.73636994474756,"Fresh"
728.988087237,0.747170581800641,"Fresh"
729.988087237,0.757354583544587,"Fresh"
730.988087237,0.766949824693191,"Fresh"
731.988087237,0.77592943830704,"Fresh"
732.988087237,0.784341283293005,"Fresh"
733.988087237,0.792196959886273,"Fresh"
734.988087237,0.799503102031169,"Fresh"
735.988087237,0.806303527722264,"Fresh"
736.988087237,0.812632390943313,"Fresh"
737.988087237,0.818505792228314,"Fresh"
738.988087237,0.823917607768834,"Fresh"
739.988087237,0.828956653024082,"Fresh"
740.988087237,0.833639885204795,"Fresh"
741.988087237,0.837946728523401,"Fresh"
742.988087237,0.841804878616654,"Fresh"
743.988087237,0.845362893725382,"Fresh"
744.988087237,0.848586812438849,"Fresh"
745.988087237,0.851423083028688,"Fresh"
746.988087237,0.854039396141033,"Fresh"
747.988087237,0.856425791242044,"Fresh"
748.988087237,0.858571132739712,"Fresh"
749.988087237,0.860471653751888,"Fresh"
750.988087237,0.862154888527009,"Fresh"
751.988087237,0.863674834924677,"Fresh"
752.988087237,0.865058071243037,"Fresh"
753.988087237,0.866287654652438,"Fresh"
754.988087237,0.867378750341271,"Fresh"
755.988087237,0.86835412060468,"Fresh"
756.988087237,0.869239700022094,"Fresh"
757.988087237,0.87006759787833,"Fresh"
758.988087237,0.870785379058827,"Fresh"
759.988087237,0.871400319197269,"Fresh"
760.988087237,0.87195158071904,"Fresh"
761.988087237,0.872469490886311,"Fresh"
762.988087237,0.872916871922612,"Fresh"
763.988087237,0.873272508627677,"Fresh"
764.988087237,0.873541438325976,"Fresh"
765.988087237,0.873797362029029,"Fresh"
766.988087237,0.874045651280352,"Fresh"
767.988087237,0.874272854931597,"Fresh"
768.988087237,0.874458378485032,"Fresh"
769.988087237,0.874609936279745,"Fresh"
770.988087237,0.874756967485596,"Fresh"
771.988087237,0.874920697995991,"Fresh"
772.988087237,0.875066897904903,"Fresh"
773.988087237,0.875192731953954,"Fresh"
774.988087237,0.875310574705132,"Fresh"
775.988087237,0.875440204289569,"Fresh"
776.988087237,0.875585186860214,"Fresh"
777.988087237,0.875699742920913,"Fresh"
778.988087237,0.875783926842648,"Fresh"
779.988087237,0.875892178601188,"Fresh"
780.988087237,0.876019130837646,"Fresh"
781.988087237,0.876159421726412,"Fresh"
782.988087237,0.876290491180524,"Fresh"
783.988087237,0.876352125233386,"Fresh"
784.988087237,0.876456592632531,"Fresh"
785.988087237,0.876597158311414,"Fresh"
786.988087237,0.876736850469165,"Fresh"
787.988087237,0.876893831975393,"Fresh"
788.988087237,0.877022531824625,"Fresh"
789.988087237,0.87714246524511,"Fresh"
790.988087237,0.877296132849263,"Fresh"
791.988087237,0.877390439244008,"Fresh"
792.988087237,0.87748192343169,"Fresh"
793.988087237,0.877606799853502,"Fresh"
794.988087237,0.877758899462818,"Fresh"
795.988087237,0.877851485171488,"Fresh"
796.988087237,0.877936114647882,"Fresh"
797.988087237,0.878052313684974,"Fresh"
798.988087237,0.878169748050496,"Fresh"
799.988087237,0.87825495922599,"Fresh"
800.988087237,0.878335751916515,"Fresh"
801.988087237,0.878434611038634,"Fresh"
802.988087237,0.878486649894697,"Fresh"
803.988087237,0.878587661542324,"Fresh"
804.988087237,0.878710080957056,"Fresh"
805.988087237,0.878780033995314,"Fresh"
806.988087237,0.878828235318897,"Fresh"
807.988087237,0.878874883001405,"Fresh"
808.988087237,0.878942743955825,"Fresh"
809.988087237,0.879048148882904,"Fresh"
810.988087237,0.879141603943019,"Fresh"
811.988087237,0.879204882571717,"Fresh"
812.988087237,0.879240484427976,"Fresh"
813.988087237,0.87927118604126,"Fresh"
814.988087237,0.879301875958248,"Fresh"
815.988087237,0.879350232923017,"Fresh"
816.988087237,0.879416420031354,"Fresh"
817.988087237,0.87945928624365,"Fresh"
818.988087237,0.879514459569801,"Fresh"
819.988087237,0.879571932433368,"Fresh"
820.988087237,0.879613272727814,"Fresh"
821.988087237,0.879647635266373,"Fresh"
822.988087237,0.879641875406936,"Fresh"
823.988087237,0.879613342438864,"Fresh"
824.988087237,0.879601343710124,"Fresh"
825.988087237,0.879611511225999,"Fresh"
826.988087237,0.879601037983625,"Fresh"
827.988087237,0.879565936790746,"Fresh"
828.988087237,0.879530277583732,"Fresh"
829.988087237,0.879446574632811,"Fresh"
830.988087237,0.879379911337761,"Fresh"
831.988087237,0.879370731707595,"Fresh"
832.988087237,0.879408663409203,"Fresh"
833.988087237,0.879414573132268,"Fresh"
834.988087237,0.879422585842608,"Fresh"
835.988087237,0.879467179261272,"Fresh"
836.988087237,0.87954254022161,"Fresh"
837.988087237,0.879578771677392,"Fresh"
838.988087237,0.879605606693882,"Fresh"
839.988087237,0.879658236241289,"Fresh"
840.988087237,0.879705101322671,"Fresh"
841.988087237,0.879796346528843,"Fresh"
842.988087237,0.879894535739688,"Fresh"
843.988087237,0.879950313936954,"Fresh"
844.988087237,0.879995035891676,"Fresh"
845.988087237,0.88005608893955,"Fresh"
846.988087237,0.880132435376594,"Fresh"
847.988087237,0.880203809957975,"Fresh"
848.988087237,0.880236703830925,"Fresh"
849.988087237,0.88031658284326,"Fresh"
850.988087237,0.88042864550566,"Fresh"
851.988087237,0.880492872897901,"Fresh"
852.988087237,0.880558257197964,"Fresh"
853.988087237,0.880648645908689,"Fresh"
854.988087237,0.880756547567634,"Fresh"
855.988087237,0.880846882782312,"Fresh"
856.988087237,0.880914671239619,"Fresh"
857.988087237,0.880967503104936,"Fresh"
858.988087237,0.881012306424643,"Fresh"
859.988087237,0.881051384108568,"Fresh"
860.988087237,0.881091428195211,"Fresh"
861.988087237,0.881137633251375,"Fresh"
862.988087237,0.881191009444866,"Fresh"
863.988087237,0.881247030550108,"Fresh"
864.988087237,0.88126165691828,"Fresh"
865.988087237,0.881279664278544,"Fresh"
866.988087237,0.881332891136796,"Fresh"
867.988087237,0.881372113376774,"Fresh"
868.988087237,0.881417895768325,"Fresh"
869.988087237,0.881463107836148,"Fresh"
870.988087237,0.881499204248086,"Fresh"
871.988087237,0.881538001499153,"Fresh"
872.988087237,0.88155629390444,"Fresh"
873.988087237,0.88155674755264,"Fresh"
874.988087237,0.881554601329404,"Fresh"
875.988087237,0.881570563205181,"Fresh"
876.988087237,0.88158193015722,"Fresh"
877.988087237,0.881590359235424,"Fresh"
878.988087237,0.881599688305168,"Fresh"
879.988087237,0.881569845811355,"Fresh"
880.988087237,0.881560037040682,"Fresh"
881.988087237,0.881556162947083,"Fresh"
882.988087237,0.881513224314914,"Fresh"
883.988087237,0.881452626455545,"Fresh"
884.988087237,0.881415061939603,"Fresh"
885.988087237,0.881408197269127,"Fresh"
886.988087237,0.881409029252968,"Fresh"
887.988087237,0.881363610118862,"Fresh"
888.988087237,0.881336419931332,"Fresh"
889.988087237,0.881315580555147,"Fresh"
890.988087237,0.881243545932073,"Fresh"
891.988087237,0.881191681909339,"Fresh"
892.988087237,0.881160331345905,"Fresh"
893.988087237,0.881130814406216,"Fresh"
894.988087237,0.881077786609742,"Fresh"
895.988087237,0.881003483435542,"Fresh"
896.988087237,0.880952262025949,"Fresh"
897.988087237,0.880943164491879,"Fresh"
898.988087237,0.880959043561059,"Fresh"
899.988087237,0.880936179449521,"Fresh"
900.988087237,0.880881289362936,"Fresh"
901.988087237,0.880814321233976,"Fresh"
902.988087237,0.880754928435581,"Fresh"
903.988087237,0.880689745782317,"Fresh"
904.988087237,0.88061305417177,"Fresh"
905.988087237,0.880545869655975,"Fresh"
906.988087237,0.880520992398239,"Fresh"
907.988087237,0.880433393380713,"Fresh"
908.988087237,0.880339724684319,"Fresh"
909.988087237,0.880255531993912,"Fresh"
910.988087237,0.880134807630549,"Fresh"
911.988087237,0.880006962329531,"Fresh"
912.988087237,0.879857815159881,"Fresh"
913.988087237,0.879688772590813,"Fresh"
914.988087237,0.879523679938061,"Fresh"
915.988087237,0.879392187815463,"Fresh"
916.988087237,0.879222721944584,"Fresh"
917.988087237,0.878995385886748,"Fresh"
918.988087237,0.878759386227909,"Fresh"
919.988087237,0.878537016051538,"Fresh"
920.988087237,0.878284966235784,"Fresh"
921.988087237,0.8779858269213,"Fresh"
922.988087237,0.877659281501671,"Fresh"
923.988087237,0.877311754590802,"Fresh"
924.988087237,0.876962017257609,"Fresh"
925.988087237,0.876599625193917,"Fresh"
926.988087237,0.876185680257784,"Fresh"
927.988087237,0.875687163302476,"Fresh"
928.988087237,0.875141645338366,"Fresh"
929.988087237,0.874598968924557,"Fresh"
930.988087237,0.874084950409476,"Fresh"
931.988087237,0.873461958442121,"Fresh"
932.988087237,0.872791417960864,"Fresh"
933.988087237,0.872135397552887,"Fresh"
934.988087237,0.871517216902593,"Fresh"
935.988087237,0.870845364452336,"Fresh"
936.988087237,0.87010832601418,"Fresh"
937.988087237,0.869362366322296,"Fresh"
938.988087237,0.868664774808653,"Fresh"
939.988087237,0.867855831060395,"Fresh"
940.988087237,0.866998737614304,"Fresh"
941.988087237,0.866104600210617,"Fresh"
942.988087237,0.865146413582329,"Fresh"
943.988087237,0.864113303583371,"Fresh"
944.988087237,0.86301637240095,"Fresh"
945.988087237,0.861837497141005,"Fresh"
946.988087237,0.860561049782956,"Fresh"
947.988087237,0.859243841404343,"Fresh"
948.988087237,0.857816546955221,"Fresh"
949.988087237,0.856317488378674,"Fresh"
950.988087237,0.854801540511853,"Fresh"
951.988087237,0.85321900701192,"Fresh"
952.988087237,0.851628597228504,"Fresh"
953.988087237,0.850096173696118,"Fresh"
954.988087237,0.84865636924931,"Fresh"
955.988087237,0.84726689118794,"Fresh"
956.988087237,0.845998477888126,"Fresh"
957.988087237,0.844873110625587,"Fresh"
958.988087237,0.843883781667611,"Fresh"
959.988087237,0.842998801090921,"Fresh"
960.988087237,0.842210614167434,"Fresh"
961.988087237,0.841516609917681,"Fresh"
962.988087237,0.840931633064958,"Fresh"
963.988087237,0.840485093748806,"Fresh"
964.988087237,0.840132911828873,"Fresh"
965.988087237,0.839893210092793,"Fresh"
966.988087237,0.8397250308701,"Fresh"
967.988087237,0.83953139595201,"Fresh"
968.988087237,0.839350599974587,"Fresh"
969.988087237,0.83917257711721,"Fresh"
970.988087237,0.839021811157085,"Fresh"
971.988087237,0.83894746948201,"Fresh"
972.988087237,0.83896934357974,"Fresh"
973.988087237,0.839031014434755,"Fresh"
974.988087237,0.839121329246505,"Fresh"
975.988087237,0.839254547030756,"Fresh"
976.988087237,0.839422628467243,"Fresh"
977.988087237,0.839608919734089,"Fresh"
978.988087237,0.839787985892178,"Fresh"
979.988087237,0.83997170365018,"Fresh"
980.988087237,0.840265037317968,"Fresh"
981.988087237,0.840597390615,"Fresh"
982.988087237,0.840911401605471,"Fresh"
983.988087237,0.841216627348872,"Fresh"
984.988087237,0.841618166184931,"Fresh"
985.988087237,0.842105935952483,"Fresh"
986.988087237,0.842594182045949,"Fresh"
987.988087237,0.843023147829143,"Fresh"
988.988087237,0.843413776866766,"Fresh"
989.988087237,0.843999510524864,"Fresh"
990.988087237,0.844548419902974,"Fresh"
991.988087237,0.845009650659567,"Fresh"
992.988087237,0.845505565719471,"Fresh"
993.988087237,0.846124783836548,"Fresh"
994.988087237,0.846613143880138,"Fresh"
995.988087237,0.847092090155907,"Fresh"
996.988087237,0.847754344171717,"Fresh"
997.988087237,0.848468959015912,"Fresh"
998.988087237,0.848998521143793,"Fresh"
999.988087237,0.849558713813452,"Fresh"
1001,0.850213153378257,"Fresh"
1002,0.850867592943062,"Fresh"
1003,0.851531094638972,"Fresh"
1004,0.852170661721162,"Fresh"
1005,0.852810663361173,"Fresh"
1006,0.853445676661708,"Fresh"
