"x","bruker","thermo","xos"
1,2.24149690824858,0.954942177906921,4.06951150231054
1.05,2.2429591983607,1.01930513631302,4.05658132628174
1.1,2.25173365324691,1.01954884687597,4.0637030887459
1.15,2.22927250420095,1.01294158304167,4.02290063123731
1.2,2.24757849951326,0.979796589094885,3.96086605517805
1.25,2.24925459161545,0.847913849402793,3.9190843733573
1.3,2.20816839452974,0.972120807359027,3.9110820126952
1.35,2.18623448574906,0.969331188707587,3.83371880710156
1.4,2.19858473474974,0.947321224424515,3.87937400061403
1.45,2.27366065705333,0.936024546692105,3.91275866844058
1.5,2.30588704005587,0.95860731049883,3.85220933766815
1.55,2.29206787826788,0.962675418628035,3.88529980193554
1.6,2.22438051314149,0.871649697450807,3.80026929042278
1.65,2.19334495414169,0.787911113408768,3.71082008975303
1.7,2.25944421257868,0.912508120145291,3.76954493875722
1.75,2.29227821313176,0.891623859686427,3.83118110994488
1.8,2.21252091662928,0.861697285547675,3.79312296715148
1.85,2.20305356660382,0.888026255884108,3.79095584876644
1.9,2.25874507095349,0.878889456112304,3.85387386712318
1.95,2.32290251876497,0.8750612633917,3.81906846430503
2,2.37686518971436,0.874653852378433,3.81566836745249
2.05,2.28391309396632,0.983202981721108,3.72987194490245
2.1,2.23873472508208,0.8750612633917,3.76084779521063
2.15,2.19919957171412,0.78538860434508,3.75776375018604
2.2,2.30112266614798,0.852354386970004,3.75919989039727
2.25,2.53125165411915,0.833668589814661,3.80597394410507
2.3,2.65602642390104,0.878299758636394,3.78975465866923
2.35,2.56586040108658,0.892097316495407,3.78562889756865
2.4,2.38592089929039,0.736758529034214,3.72909141193047
2.45,2.35038371018781,0.8750612633917,3.77377986323136
2.5,2.44206827596748,0.803137103003695,3.74386211879566
2.55,2.75456251768098,0.771520678166084,3.85724916751366
2.6,2.96220939201217,0.741487159263088,4.01101125315289
2.65,2.99050462009678,0.798440591162392,3.94363300646448
2.7,2.91237072409392,0.754487318288427,3.80217564226064
2.75,2.79220528426655,0.730345894222974,3.7693171481729
2.8,2.77998727080378,0.73675852903421,3.84044171798022
2.85,2.78614203122619,0.787911113408768,3.75335158448001
2.9,2.78778148588323,0.776984156580313,3.7935196593774
2.95,2.82588238824187,0.780881075463837,3.78104042145731
3,2.75454331366542,0.73675852903421,3.77835214412634
3.05,2.55718344064747,0.759074129369209,3.76493441501218
3.1,2.45815154637351,0.652869119423742,3.70361077107754
3.15,2.50726813841349,0.754487318288427,3.69037619791441
3.2,2.6521629590045,0.664278043204843,3.89720771600198
3.25,2.91449432015964,0.831442564652821,4.14531677928275
3.3,3.06086897212554,0.936330888129976,4.28179128812152
3.35,3.00251803889427,0.854654541725661,4.160775110124
3.4,2.76512446267238,0.67856323119409,3.92112461612718
3.45,2.50433582659469,0.635300942752725,3.7364651139528
3.5,2.51218802873296,0.717427883833108,3.82871157961412
3.55,2.68486016467108,0.711566179235416,3.9438138420222
3.6,2.85094992905076,0.718275182190247,4.1135951447629
3.65,3.01271309285478,0.841144713180216,4.32277901200212
3.7,3.0483788837415,0.887642657214065,4.3447430580366
3.75,2.90699188840793,0.771520678166084,4.13361384718567
3.8,2.629458867574,0.691936123017352,3.81533093658676
3.85,2.45138798711939,0.532852860206484,3.76925599912546
3.9,2.46998707326401,0.586996204017309,3.73359433369798
3.95,2.59334112469759,0.610423078368209,3.91019794797269
4,2.69249709850624,0.615931106455053,4.00318660505063
4.05,2.65160606215855,0.635300942752722,3.92849454724824
4.1,2.53662639414508,0.458903277001034,3.83382464353536
4.15,2.46546873233961,0.370344850489659,3.82973447556628
4.2,2.44330839740197,0.58699620401731,3.78395299565995
4.25,2.41041112117438,0.279673096804455,3.80166606354729
4.3,2.42174670425989,0.293739070953745,3.69177133822041
4.35,2.42795913165485,0.53263859415068,3.63194296422555
4.4,2.44155840741223,0.410536210111654,3.73440437589691
4.45,2.4833926412905,0.326042376774832,3.835462834037
4.5,2.49013472903775,0.310789929463012,3.77080163910139
4.55,2.47800723481428,0.352436157305643,3.74512814384974
4.6,2.45906837277555,0.394528383934355,3.75822274571463
4.65,2.44903406917164,0.502675334375222,3.76706348112279
4.7,2.46017869414919,0.310789929463012,3.79761172186928
4.75,2.44833545969026,0.240306682193882,3.74714378600467
4.8,2.45649559161003,0.259637353935202,3.67685162316404
4.85,2.44860524186394,0.341294824086653,3.63049712444987
4.9,2.4663197140565,0.0396200184178896,3.74167308316454
4.95,2.46859854350023,0.201645338711241,3.76158461424657
5,2.46901541507089,0.304913293836061,3.71033432646587
5.05,2.473061099889,0.282597666960841,3.70242760198355
5.1,2.47446773169806,0.134698458085579,3.76578967328995
5.15,2.47929434386275,0.0819111305778916,3.77802018245486
5.2,2.49181833183932,0.0396200184178944,3.62947471287098
5.25,2.50092398851885,-0.166331537578402,3.75905546096981
5.3,2.49830557807012,-0.00908927221117158,3.79128565365211
5.35,2.53743177228604,0.217991055318664,3.91266470405359
5.4,2.5694659126061,0.0555174668240433,3.95187890757272
5.45,2.55547483705812,0.341294824086652,3.86959680579258
5.5,2.53466290118379,-0.041392641728779,3.74150523256564
5.55,2.53785523367153,-0.041392641728779,3.76748202855043
5.6,2.53044929707635,-0.00908927221116776,3.76525717349304
5.65,2.55877516175713,0.0232140973064378,3.89548353045822
5.7,2.59048746090339,0.0555174668240433,3.97753955503554
5.75,2.74751392555245,0.486151143333026,4.25258382073641
5.8,3.00521404466692,0.891806968816475,4.58265458298955
5.85,3.182740088136,1.30593731454365,4.77960679872093
5.9,3.23193305629625,1.4602444152844,4.80346788859342
5.95,3.13690495691547,1.32532799415955,4.65150855432452
6,2.91919196272183,0.8189453154225,4.34112480260066
6.05,2.69437979327941,0.377031526638979,3.98421594266819
6.1,2.59539436171287,-0.0923818694442581,3.82849194215318
6.15,2.61127859046788,-0.166331537578402,3.83611517993655
6.2,2.65111202166737,0.0173043915426736,3.86736005555475
6.25,2.71337309563536,0.259637353935202,4.13572702116086
6.3,2.85765775877016,0.586996204017319,4.46440229876271
6.35,2.98720619795628,0.989102517157488,4.65605836583152
6.4,3.05120491662651,1.18799341994255,4.71477611172341
6.45,3.02884484766628,1.15588784815057,4.65338004920316
6.5,2.94811157013743,0.954225847744501,4.51083281890431
6.55,2.81502732183678,0.72315356227937,4.30853336742688
6.6,2.68789473621868,0.356547271398458,4.03839673984621
6.65,2.62156296215569,0.179329711836018,3.8039391223492
6.7,2.61839551839759,-0.166331537578402,3.83604892896786
6.75,2.63734317067863,0.0555174668240433,3.92216435310599
6.8,2.70842405762241,0.324243965577376,4.21183352337224
6.85,2.82020535406144,0.643526200940909,4.47628527023298
6.9,2.89964998562285,1.01930513631302,4.57559777710257
