File,Reading No,ID,AQ,Long,Latitude,Mn_K,Co_K,Ni_K,Zn_K,Mn,Co,Ni,Zn,xcoord,ycoord,density1,SoilType1
"20190627","2335",20190627-2335,"211964",144.042517299999986,-9.923640391999999,"0","0","0","0",Normal,Normal,Normal,Normal,833672.3095496,8901502.2281734,1,
"20190627","2334",20190627-2334,"211965",144.509184099999999,-14.173614030000000,"0","0","0","0",Normal,Normal,Normal,Normal,878883.213669258,8430229.06103827,2,"7"
"20190627","2337",20190627-2337,"389859",142.409202099999987,-10.890302050000001,"0","0","0","0",Normal,Normal,Normal,Normal,654017.811856086,8795791.98154127,2,"8"
"20190627","2336",20190627-2336,"410432",143.084197300000000,-12.748623950000001,"0","0","0","0",Normal,Normal,Normal,Normal,726283.853558622,8589754.22673692,3,"8"
"20190627","2151",20190627-2151,"771",145.425847800000014,-17.340263830000001,"0","0","0","0",Normal,Normal,Normal,Normal,970630.745880483,8077377.32515087,3,"8"
"20190627","2143",20190627-2143,"820",145.625845999999996,-17.523595870000001,"218","0","0","104",Normal,Normal,Normal,Normal,991442.443791512,8056538.00862293,3,"5"
"20190627","2144",20190627-2144,"212109",145.275847300000009,-16.523601039999999,"761","0","0","0",Normal,Normal,Normal,Normal,956627.00400001,8168292.96656387,3,"7"
"20190627","2135",20190627-2135,"212120",145.500847399999998,-17.498596310000000,"182","0","0","115",Normal,Normal,Normal,Normal,978205.614346627,8059630.46964735,3,"5"
"20190627","2142",20190627-2142,"212125",145.584179500000005,-17.415263090000000,"1288","0","0","77",Accumulator,Normal,Normal,Normal,987297.279130034,8068662.14428656,4,"5"
"20190627","2145",20190627-2145,"227382",145.758069699999993,-18.491925040000002,"3195","0","0","184",Accumulator,Normal,Normal,Normal,1002751.41462181,7948756.5520025,3,"3"
"20190627","2146",20190627-2146,"250686",145.259181000000012,-16.573600849999998,"142","0","0","0",Normal,Normal,Normal,Normal,954726.795803472,8162786.90305601,3,"7"
"20190627","2150",20190627-2150,"296401",145.584181000000001,-17.915261080000001,"1028","0","0","0",Accumulator,Normal,Normal,Normal,985947.951304524,8013200.51772264,3,"3"
"20190627","2147",20190627-2147,"325257",145.250845700000013,-15.748604660000000,"508","0","0","107",Normal,Normal,Normal,Normal,955727.949322729,8254277.7074593,3,"5"
"20190627","2149",20190627-2149,"429847",145.520077100000009,-17.682609849999999,"856","0","0","0",Normal,Normal,Normal,Normal,979764.586455167,8039172.01195746,3,"5"
"20190627","2134",20190627-2134,"432063",145.825842800000004,-17.206930000000000,"567","0","0","0",Normal,Normal,Normal,Normal,1013615.77443772,8091143.54326573,3,"5"
"20190627","2133",20190627-2133,"484827",145.225846100000012,-15.806937769999999,"272","0","0","0",Normal,Normal,Normal,Normal,952913.642826703,8247864.27127501,3,"5"
"20190627","2148",20190627-2148,"485104",145.225846300000001,-15.890270709999999,"245","0","0","0",Normal,Normal,Normal,Normal,952727.222208323,8238625.06332152,3,"3"
"20190627","2122",20190627-2122,"487082",145.427338200000008,-17.286103189999999,"486","0","0","94",Normal,Normal,Normal,Normal,970927.896284648,8083380.21227767,3,"5"
"20190627","2123",20190627-2123,"487088",145.045676700000001,-16.258149390000000,"919","0","0","89",Normal,Normal,Normal,Normal,932598.410739797,8198228.19741616,3,"8"
"20190627","2124",20190627-2124,"568919",145.009183000000007,-16.240269609999999,"938","0","0","93",Normal,Normal,Normal,Normal,928729.624575871,8200287.1516106,3,"3"
"20190627","2126",20190627-2126,"601076",145.592511800000011,-17.090264439999999,"2290","0","0","239",Accumulator,Normal,Normal,Normal,989043.446005304,8104690.69723201,4,"4"
"20190627","2130",20190627-2130,"624016",145.275847400000004,-16.540267629999999,"2142","0","0","164",Accumulator,Normal,Normal,Normal,956587.69772847,8166444.96980999,3,"7"
"20190627","2137",20190627-2137,"657821",145.810877000000005,-17.325797580000000,"3481","0","0","0",Accumulator,Normal,Normal,Normal,1011690.36547567,8077994.74827923,4,"5"
"20190627","2136",20190627-2136,"657861",145.726010500000001,-17.352387510000000,"345","0","0","0",Normal,Normal,Normal,Normal,1002574.05422743,8075269.5104336,4,"5"
"20190627","2141",20190627-2141,"670082",145.459177399999987,-16.073602650000002,"2196","0","0","90",Accumulator,Normal,Normal,Normal,977330.206793868,8217772.76764836,3,"7"
"20190627","2119",20190627-2119,"845208",145.474999999999994,-17.458333329999999,"855","0","0","128",Normal,Normal,Normal,Normal,975559.728315934,8064160.9259986,3,"12"
"20190627","2121",20190627-2121,"873965",145.492514099999994,-17.456929830000000,"1043","0","0","231",Accumulator,Normal,Normal,Normal,977427.773303068,8064272.72731954,3,"3"
"20190627","2181",20190627-2181,"13009",145.584178600000001,-17.081931160000000,"831","0","0","107",Normal,Normal,Normal,Normal,988176.262854052,8105636.00290024,4,"4"
"20190627","2180",20190627-2180,"211991",145.275847300000009,-16.523601039999999,"905","0","0","0",Normal,Normal,Normal,Normal,956627.00400001,8168292.96656387,3,"7"
"20190627","2178",20190627-2178,"211992",145.250847300000004,-16.415268250000000,"1986","0","0","143",Accumulator,Normal,Normal,Normal,954206.167852292,8180361.27249789,3,"3"
"20190627","2177",20190627-2177,"211993",145.917508499999997,-17.248596249999999,"677","0","0","0",Normal,Normal,Normal,Normal,1023273.69742252,8086273.49535073,3,"5"
"20190627","2176",20190627-2176,"211994",145.509179700000004,-17.173597630000000,"1226","0","0","78",Accumulator,Normal,Normal,Normal,979939.507510101,8095655.98412795,4,"3"
"20190627","2175",20190627-2175,"211995",145.917508499999997,-17.248596249999999,"814","0","0","148",Normal,Normal,Normal,Normal,1023273.69742252,8086273.49535073,3,"5"
"20190627","2174",20190627-2174,"211996",145.917508499999997,-17.248596249999999,"177","0","0","81",Normal,Normal,Normal,Normal,1023273.69742252,8086273.49535073,3,"5"
"20190627","2173",20190627-2173,"211997",145.917508499999997,-17.248596249999999,"263","0","0","92",Normal,Normal,Normal,Normal,1023273.69742252,8086273.49535073,3,"5"
"20190627","2158",20190627-2158,"211998",145.375845300000009,-16.173602379999998,"232","0","0","88",Normal,Normal,Normal,Normal,968159.363875749,8206874.83432401,3,"3"
"20190627","2224",20190627-2224,"212007",145.292511999999988,-15.823604209999999,"532","0","0","0",Normal,Normal,Normal,Normal,960032.27865795,8245871.1281101,3,"3"
"20190627","2223",20190627-2223,"212008",145.275000000000006,-15.841666670000000,"334","0","0","94",Normal,Normal,Normal,Normal,958111.662236259,8243906.81229657,3,"3"
"20190627","2222",20190627-2222,"229310",145.309178500000002,-15.823604169999999,"211","0","0","0",Normal,Normal,Normal,Normal,961821.326587146,8245834.44386734,3,"3"
"20190627","2159",20190627-2159,"250684",145.375845199999986,-16.156935789999999,"1424","0","0","360",Accumulator,Normal,Normal,Accumulator,968198.728645701,8208723.01017696,3,"3"
"20190627","2220",20190627-2220,"256390",145.275847499999998,-16.573600809999999,"2781","0","0","355",Accumulator,Normal,Normal,Accumulator,956508.95882001,8162748.9726333,3,"7"
"20190627","2225",20190627-2225,"258337",145.584178100000003,-16.915265210000001,"481","0","0","0",Normal,Normal,Normal,Normal,988609.564759312,8124122.76791579,3,"3"
"20190627","2219",20190627-2219,"325263",145.250845700000013,-15.748604660000000,"328","0","0","0",Normal,Normal,Normal,Normal,955727.949322729,8254277.7074593,3,"5"
"20190627","2218",20190627-2218,"325264",145.917508499999997,-17.248596249999999,"684","0","0","124",Normal,Normal,Normal,Normal,1023273.69742252,8086273.49535073,3,"5"
"20190627","2217",20190627-2217,"325265",145.250845700000013,-15.748604660000000,"1110","0","0","146",Accumulator,Normal,Normal,Normal,955727.949322729,8254277.7074593,3,"5"
"20190627","2216",20190627-2216,"335180",145.292511999999988,-15.790271030000000,"182","0","0","0",Normal,Normal,Normal,Normal,960107.847860812,8249567.07947236,3,"3"
"20190627","2215",20190627-2215,"347548",145.750844199999989,-17.415262649999999,"700","0","0","145",Normal,Normal,Normal,Normal,1005046.71114703,8068228.4569197,4,"5"
"20190627","2207",20190627-2207,"363974",145.709179100000000,-17.756928020000000,"932","0","0","85",Normal,Normal,Normal,Normal,999665.707157188,8030434.1557221,3,"3"
"20190627","2232",20190627-2232,"409200",145.659177699999987,-17.090264260000001,"2426","0","0","301",Accumulator,Normal,Normal,Accumulator,996155.464121367,8104521.59936753,4,"5"
"20190627","2156",20190627-2156,"456388",145.277852200000012,-16.548951970000001,"1216","0","0","204",Accumulator,Normal,Normal,Normal,956781.600536225,8165477.47986056,3,"7"
"20190627","2214",20190627-2214,"458116",145.292513600000007,-16.456934619999998,"577","0","0","123",Normal,Normal,Normal,Normal,958567.141395402,8175647.10025349,3,"7"
"20190627","2213",20190627-2213,"487051",145.765038000000004,-18.207085589999998,"901","0","0","0",Normal,Normal,Normal,Normal,1004318.42663789,7980339.87505413,3,"3"
"20190627","2208",20190627-2208,"487052",145.827770899999990,-18.200701660000000,"1934","0","0","213",Accumulator,Normal,Normal,Normal,1010989.25817244,7980873.8085919,3,"4"
"20190627","2227",20190627-2227,"487053",145.286449000000005,-16.537657870000000,"158","0","0","0",Normal,Normal,Normal,Normal,957727.724110452,8166710.17917938,3,"7"
"20190627","2228",20190627-2228,"487086",145.265274500000004,-16.495915390000000,"773","0","0","0",Normal,Normal,Normal,Normal,955561.210748889,8171386.73910239,3,"7"
"20190627","2169",20190627-2169,"491969",145.635371700000007,-17.016583090000001,"4801","0","0","1482",Accumulator,Normal,Normal,Accumulator,993810.089441011,8112755.57224402,4,"5"
"20190627","2165",20190627-2165,"495107",145.872405600000008,-17.275615340000002,"345","0","0","0",Normal,Normal,Normal,Normal,1018388.78367529,8083397.57627405,3,"5"
"20190627","2189",20190627-2189,"531535",145.600845099999987,-17.106931010000000,"1413","0","0","267",Accumulator,Normal,Normal,Normal,989888.681503454,8102820.97593474,4,"3"
"20190627","2229",20190627-2229,"541219",145.592511900000005,-17.106931029999998,"732","0","0","0",Normal,Normal,Normal,Normal,988999.79365125,8102841.9967353,4,"3"
"20190627","2209",20190627-2209,"544638",146.042510499999992,-18.423591129999998,"6378","0","0","672",Accumulator,Normal,Normal,Accumulator,1033078.86121456,7955521.76617311,3,"8"
"20190627","2212",20190627-2212,"544653",146.025843799999990,-18.340258160000001,"695","0","0","393",Normal,Normal,Normal,Accumulator,1031569.75941632,7964819.59165203,3,"3"
"20190627","2164",20190627-2164,"551573",145.859174999999993,-16.970819830000000,"520","0","0","96",Normal,Normal,Normal,Normal,1017824.87460308,8117252.7650815,3,"8"
"20190627","2230",20190627-2230,"581377",145.275847400000004,-16.540267629999999,"502","0","0","0",Normal,Normal,Normal,Normal,956587.69772847,8166444.96980999,3,"7"
"20190627","2231",20190627-2231,"600463",145.575845399999992,-17.106931079999999,"555","0","0","161",Normal,Normal,Normal,Normal,987222.033145208,8102883.92203354,4,"4"
"20190627","2157",20190627-2157,"637546",145.320349800000002,-15.775621750000001,"0","0","0","0",Normal,Normal,Normal,Normal,963129.95920829,8251130.18212599,3,"3"
"20190627","2182",20190627-2182,"670314",145.833041000000009,-17.391902490000000,"3571","0","0","87",Accumulator,Normal,Normal,Normal,1013867.34161469,8070600.7184516,3,"5"
"20190627","2186",20190627-2186,"670315",145.850484899999998,-17.311568609999998,"1601","0","0","158",Accumulator,Normal,Normal,Normal,1015951.30442846,8079467.31977776,3,"5"
"20190627","2187",20190627-2187,"670316",145.735889799999995,-17.421133770000001,"1128","0","0","132",Accumulator,Normal,Normal,Normal,1003437.80321611,8067616.65734946,4,"5"
"20190627","2152",20190627-2152,"830430",145.620277799999997,-17.059166670000000,"1997","0","0","145",Accumulator,Normal,Normal,Normal,992087.352624984,8108070.11199285,4,"3"
"20190627","2155",20190627-2155,"875088",145.259180799999996,-16.506934480000002,"833","0","0","0",Normal,Normal,Normal,Normal,954883.500935615,8170178.75810127,3,"7"
"20190627","2250",20190627-2250,"3488",151.917462400000005,-25.248548700000001,"1216","0","0","98",Accumulator,Normal,Normal,Normal,1603721.80697351,7162311.3052377,3,"3"
"20190627","2249",20190627-2249,"3498",151.917462400000005,-25.248548700000001,"8091","0","0","0",Accumulator,Normal,Normal,Normal,1603721.80697351,7162311.3052377,3,"3"
"20190627","2328",20190627-2328,"11365",153.142452899999995,-26.790206739999999,"3009","0","0","182",Accumulator,Normal,Normal,Normal,1712351.19387871,6978323.33013933,3,"9"
"20190627","2256",20190627-2256,"13008",148.417490700000002,-21.081907359999999,"1074","0","0","211",Accumulator,Normal,Normal,Normal,1272079.13947281,7650740.65808602,3,"3"
"20190627","2255",20190627-2255,"212000",148.250825499999991,-20.915241819999999,"193","0","0","84",Normal,Normal,Normal,Normal,1255507.1771184,7670103.34248436,2,"4"
"20190627","2254",20190627-2254,"212001",148.417490700000002,-21.081907359999999,"1732","0","0","0",Accumulator,Normal,Normal,Normal,1272079.13947281,7650740.65808602,3,"3"
"20190627","2253",20190627-2253,"212002",148.417490700000002,-21.081907359999999,"207","0","0","0",Normal,Normal,Normal,Normal,1272079.13947281,7650740.65808602,3,"3"
"20190627","2329",20190627-2329,"212003",152.875790400000000,-26.823541219999999,"2006","0","0","108",Accumulator,Normal,Normal,Normal,1685141.87011027,6977159.18377562,3,"4"
"20190627","2330",20190627-2330,"212005",152.917454200000009,-26.415208490000001,"1025","0","0","0",Accumulator,Normal,Normal,Normal,1693668.60423484,7022575.40130149,3,"3"
"20190627","2251",20190627-2251,"212009",151.417467799999997,-24.915218270000000,"674","0","0","103",Normal,Normal,Normal,Normal,1555716.37961858,7203707.07932286,2,"3"
"20190627","2248",20190627-2248,"212011",151.917462400000005,-25.248548700000001,"12745","0","0","112",Hyperaccumulator,Normal,Normal,Normal,1603721.80697351,7162311.3052377,3,"3"
"20190627","2279",20190627-2279,"212012",153.087222200000014,-26.147222220000000,"653","0","0","111",Normal,Normal,Normal,Normal,1713678.09940698,7051036.70137903,3,"10"
"20190627","2266",20190627-2266,"212013",152.500794000000013,-26.498543519999998,"2712","0","0","169",Accumulator,Normal,Normal,Normal,1650741.71864418,7017113.46208294,3,"3"
"20190627","2267",20190627-2267,"212014",152.917453300000005,-26.248542160000000,"3661","0","0","0",Accumulator,Normal,Normal,Normal,1695419.70632051,7041277.95004416,3,"3"
"20190627","2263",20190627-2263,"212015",152.917454200000009,-26.415208490000001,"307","0","0","144",Normal,Normal,Normal,Normal,1693668.60423484,7022575.40130149,3,"3"
"20190627","2276",20190627-2276,"212016",152.750785500000006,-25.581877710000001,"670","0","0","214",Normal,Normal,Normal,Normal,1685358.14241625,7117637.9682835,3,"9"
"20190627","2277",20190627-2277,"212017",152.952499999999986,-26.431944439999999,"401","0","0","103",Normal,Normal,Normal,Normal,1697032.76665711,7020364.26019626,3,"3"
"20190627","2331",20190627-2331,"212085",153.009125299999994,-27.440206230000001,"1233","0","0","667",Accumulator,Normal,Normal,Accumulator,1691850.39699879,6906691.83330192,3,"14"
"20190627","2333",20190627-2333,"252254",153.084119299999998,-26.581874079999999,"1255","0","0","118",Accumulator,Normal,Normal,Normal,1708723.95385957,7002274.51178043,3,"9"
"20190627","2326",20190627-2326,"313822",153.084119299999998,-26.581874079999999,"2303","0","0","118",Accumulator,Normal,Normal,Normal,1708723.95385957,7002274.51178043,3,"9"
"20190627","2240",20190627-2240,"314043",151.417465300000003,-24.415219489999998,"262","0","0","157",Normal,Normal,Normal,Normal,1560010.54001833,7259671.43613279,3,"3"
"20190627","2252",20190627-2252,"377010",148.542489100000012,-21.073573620000001,"0","0","0","85",Normal,Normal,Normal,Normal,1285190.04576816,7651051.80289511,3,"3"
"20190627","2280",20190627-2280,"409308",152.577278100000001,-25.815127369999999,"3502","0","0","521",Accumulator,Normal,Normal,Accumulator,1665379.63945499,7093049.74355594,3,"7"
"20190627","2284",20190627-2284,"413772",152.917454200000009,-26.415208490000001,"1605","0","0","408",Accumulator,Normal,Normal,Accumulator,1693668.60423484,7022575.40130149,3,"3"
"20190627","2265",20190627-2265,"432664",152.877499999999998,-26.184722220000001,"817","0","0","186",Normal,Normal,Normal,Normal,1692042.36861452,7048816.08039446,3,"3"
"20190627","2257",20190627-2257,"457959",148.632499999999993,-21.058888889999999,"1394","0","0","92",Accumulator,Normal,Normal,Normal,1294680.41273958,7652236.99888528,3,"3"
"20190627","2275",20190627-2275,"472614",152.335238900000007,-26.147989389999999,"805","0","0","575",Normal,Normal,Normal,Accumulator,1637537.95464772,7057906.91918139,3,"4"
"20190627","2241",20190627-2241,"493162",150.569969899999990,-22.817727670000000,"951","0","0","248",Normal,Normal,Normal,Normal,1485280.59080728,7444543.07847613,3,"7"
"20190627","2278",20190627-2278,"495343",153.056640399999992,-26.476555380000001,"1053","0","0","102",Accumulator,Normal,Normal,Normal,1707078.82470254,7014360.78986914,3,"7"
"20190627","2285",20190627-2285,"500789",152.963177199999990,-26.431560050000002,"2657","0","0","1572",Accumulator,Normal,Normal,Accumulator,1698115.57511031,7020305.68028898,3,"3"
"20190627","2260",20190627-2260,"504953",148.632499999999993,-21.053055560000001,"353","0","0","139",Normal,Normal,Normal,Normal,1294711.70490374,7652886.88772553,3,"3"
"20190627","2259",20190627-2259,"506691",148.518765000000002,-21.114607140000000,"194","0","0","592",Normal,Normal,Normal,Accumulator,1282492.56085912,7646599.09756669,3,"3"
"20190627","2239",20190627-2239,"550137",149.842479599999990,-22.873563279999999,"1022","0","0","324",Accumulator,Normal,Normal,Accumulator,1409568.38537914,7443046.05551704,2,"3"
"20190627","2274",20190627-2274,"561654",152.586751600000014,-25.959631439999999,"2781","0","0","184",Accumulator,Normal,Normal,Normal,1664890.29089797,7076756.75882748,3,"3"
"20190627","2234",20190627-2234,"563945",150.759133399999996,-22.773560100000001,"1141","0","0","170",Accumulator,Normal,Normal,Normal,1505216.80828512,7448187.44192704,2,"7"
"20190627","2272",20190627-2272,"565152",152.992453299999994,-26.456874740000000,"621","0","0","150",Normal,Normal,Normal,Normal,1700804.7390408,7017185.27649654,3,"3"
"20190627","2244",20190627-2244,"571779",151.629683900000003,-24.300218930000000,"1648","0","0","0",Accumulator,Normal,Normal,Normal,1582764.27752623,7270879.50829067,3,"8"
"20190627","2243",20190627-2243,"571833",151.275801000000001,-24.495775429999998,"641","0","0","696",Normal,Normal,Normal,Accumulator,1544815.82984307,7251752.73472195,3,"7"
"20190627","2235",20190627-2235,"572120",151.698015800000007,-24.194385610000001,"3773","0","0","354",Accumulator,Normal,Normal,Accumulator,1590698.33439096,7282190.37270791,3,"3"
"20190627","2246",20190627-2246,"572309",151.592462799999993,-24.423552090000001,"698","0","0","171",Normal,Normal,Normal,Normal,1577878.44257671,7257363.10179955,3,"7"
"20190627","2258",20190627-2258,"581051",148.632499999999993,-21.053055560000001,"3724","0","0","227",Accumulator,Normal,Normal,Normal,1294711.70490374,7652886.88772553,3,"3"
"20190627","2245",20190627-2245,"586263",150.750800099999992,-22.748560210000001,"2613","0","0","214",Accumulator,Normal,Normal,Normal,1504538.5038934,7451040.76392374,2,"8"
"20190627","2273",20190627-2273,"600709",152.913564199999996,-26.205208939999999,"9503","0","0","0",Accumulator,Normal,Normal,Normal,1695479.64489985,7046177.5442864,3,"3"
"20190627","2264",20190627-2264,"635244",152.975785599999995,-26.223541959999999,"1784","0","0","141",Accumulator,Normal,Normal,Normal,1701586.11900501,7043531.33964338,3,"6"
"20190627","2325",20190627-2325,"636170",152.791347199999990,-26.829930489999999,"2175","0","0","1266",Accumulator,Normal,Normal,Accumulator,1676576.25051965,6977246.18126829,3,"3"
"20190627","2271",20190627-2271,"640140",152.583567399999993,-25.910488789999999,"990","0","0","280",Normal,Normal,Normal,Normal,1665061.62784853,7082297.2715956,3,"3"
"20190627","2327",20190627-2327,"655653",153.109119399999997,-26.673540450000001,"1076","0","0","675",Accumulator,Normal,Normal,Accumulator,1710257.42694763,6991743.26052432,3,"10"
"20190627","2238",20190627-2238,"662783",151.118300099999999,-23.864666610000000,"810","0","0","136",Normal,Normal,Normal,Normal,1533852.4667798,7323561.5014179,2,"4"
"20190627","2237",20190627-2237,"662788",151.116910999999988,-23.824111169999998,"671","0","0","0",Normal,Normal,Normal,Normal,1534036.88690114,7328109.42260253,2,"3"
"20190627","2332",20190627-2332,"668842",152.960511099999991,-26.776874260000000,"383","0","0","247",Normal,Normal,Normal,Normal,1694169.64202915,6981582.91661731,3,"4"
"20190627","2247",20190627-2247,"698832",151.925934399999988,-25.226298719999999,"3640","0","0","420",Accumulator,Normal,Normal,Accumulator,1604790.13798654,7164732.84189883,3,"3"
"20190627","2242",20190627-2242,"698847",151.553436599999998,-24.616523980000000,"824","0","0","595",Normal,Normal,Normal,Accumulator,1572206.50560317,7236065.65450791,3,"3"
"20190627","2283",20190627-2283,"769003",152.853306500000002,-26.618679459999999,"1929","0","0","362",Accumulator,Normal,Normal,Accumulator,1685048.2252554,7000354.94480333,3,"3"
"20190627","2312",20190627-2312,"769006",153.079540799999990,-26.692608369999999,"4737","0","0","244",Accumulator,Normal,Normal,Normal,1707069.15190822,6989890.10199221,3,"4"
"20190627","2311",20190627-2311,"769007",153.042057400000004,-26.665681870000000,"2723","0","0","724",Accumulator,Normal,Normal,Accumulator,1703579.94956445,6993274.73561464,3,"4"
"20190627","2282",20190627-2282,"769011",152.999699099999987,-26.436591029999999,"2385","0","0","113",Accumulator,Normal,Normal,Normal,1701752.22509717,7019392.40315836,3,"9"
"20190627","2313",20190627-2313,"769032",153.029780799999997,-26.719669289999999,"1904","0","0","132",Accumulator,Normal,Normal,Normal,1701762.02200707,6987334.55002826,3,"4"
"20190627","2314",20190627-2314,"769034",153.035962200000000,-26.713167009999999,"1919","0","0","368",Accumulator,Normal,Normal,Accumulator,1702454.93236805,6988004.54398238,3,"4"
"20190627","2315",20190627-2315,"769036",153.093102299999998,-26.682099409999999,"312","0","0","0",Normal,Normal,Normal,Normal,1708549.88530097,6990938.08384767,3,"4"
"20190627","2281",20190627-2281,"769038",153.058570099999997,-26.490565069999999,"1182","0","0","82",Accumulator,Normal,Normal,Normal,1707123.91818698,7012769.74610403,3,"4"
"20190627","2316",20190627-2316,"769039",153.030524200000002,-26.679445030000000,"638","0","0","222",Normal,Normal,Normal,Normal,1702269.26870212,6991841.46646035,3,"4"
"20190627","2317",20190627-2317,"769040",153.048092200000013,-26.677887179999999,"233","0","0","105",Normal,Normal,Normal,Normal,1704057.18985184,6991846.66308438,3,"4"
"20190627","2318",20190627-2318,"769043",153.027368499999994,-26.680556240000001,"870","0","0","330",Normal,Normal,Normal,Accumulator,1701939.19385609,6991747.20666903,3,"4"
"20190627","2319",20190627-2319,"769045",153.025707299999993,-26.668132629999999,"3049","0","0","499",Accumulator,Normal,Normal,Accumulator,1701905.07889274,6993157.45021611,3,"4"
"20190627","2324",20190627-2324,"836849",152.963444399999986,-26.710277779999998,"5950","0","0","894",Accumulator,Normal,Normal,Accumulator,1695177.6830506,6989027.1377771,3,"8"
"20190627","2322",20190627-2322,"836907",152.924000000000007,-26.569527780000001,"1405","0","0","1481",Accumulator,Normal,Normal,Accumulator,1692698.53806586,7005197.34270712,3,"3"
"20190627","2261",20190627-2261,"844018",152.901897700000006,-26.203264550000000,"8358","0","0","582",Accumulator,Normal,Normal,Accumulator,1694318.93396934,7046505.73788975,3,"3"
"20190627","2262",20190627-2262,"844409",152.588789200000008,-25.801934289999998,"1058","0","0","432",Accumulator,Normal,Normal,Accumulator,1666680.35757395,7094425.17632529,3,"7"
"20190627","2233",20190627-2233,"915756",151.464722200000011,-24.392499999999998,"136","0","0","90",Normal,Normal,Normal,Normal,1565048.60390438,7261845.84632914,3,"3"
"20190627","2292",20190627-2292,"653",145.509178600000013,-16.756932760000002,"560","0","0","137",Normal,Normal,Normal,Normal,981002.85471458,8141868.82857181,3,"3"
"20190627","2291",20190627-2291,"13007",145.492514000000000,-17.423596640000000,"156","0","0","86",Normal,Normal,Normal,Normal,977514.824607796,8067969.7507608,3,"8"
"20190627","2300",20190627-2300,"114947",145.259179499999988,-16.006936759999999,"721","0","0","0",Normal,Normal,Normal,Normal,956039.206080392,8225617.00208987,3,"3"
"20190627","2290",20190627-2290,"212036",145.750842799999987,-16.915264789999998,"521","0","0","0",Normal,Normal,Normal,Normal,1006407.19970466,8123700.01637077,3,"9"
"20190627","2296",20190627-2296,"212039",145.250845700000013,-15.748604660000000,"2313","0","0","173",Accumulator,Normal,Normal,Normal,955727.949322729,8254277.7074593,3,"5"
"20190627","2289",20190627-2289,"212041",145.417512499999987,-16.581933759999998,"853","0","0","83",Normal,Normal,Normal,Normal,971638.278168084,8161496.38491035,3,"7"
"20190627","2288",20190627-2288,"212042",145.250847300000004,-16.415268250000000,"807","0","0","133",Normal,Normal,Normal,Normal,954206.167852292,8180361.27249789,3,"3"
"20190627","2287",20190627-2287,"325266",145.292511999999988,-15.790271030000000,"1559","0","0","0",Accumulator,Normal,Normal,Normal,960107.847860812,8249567.07947236,3,"3"
"20190627","2308",20190627-2308,"379771",145.325845500000014,-16.040269779999999,"486","0","0","82",Normal,Normal,Normal,Normal,963111.598365124,8221772.91290452,3,"3"
"20190627","2299",20190627-2299,"420001",145.584177699999998,-16.748599280000001,"2113","0","0","107",Accumulator,Normal,Normal,Normal,989038.749431418,8142609.42321083,3,"3"
"20190627","2307",20190627-2307,"420272",145.675000000000011,-16.958333329999999,"173","0","0","0",Normal,Normal,Normal,Normal,998193.909930964,8119116.59679725,3,"5"
"20190627","2298",20190627-2298,"456366",145.242512599999998,-15.806937730000000,"845","0","0","0",Normal,Normal,Normal,Normal,954702.705742944,8247828.19462742,3,"5"
"20190627","2309",20190627-2309,"465311",145.275846000000001,-16.023603309999999,"952","0","0","137",Normal,Normal,Normal,Normal,957788.428831531,8223732.27069571,3,"3"
"20190627","2310",20190627-2310,"545053",145.325845299999997,-15.956936830000000,"400","0","0","0",Normal,Normal,Normal,Normal,963304.230005567,8231013.20864641,3,"3"
"20190627","2297",20190627-2297,"568564",144.587646299999989,-14.282211770000000,"327","0","0","0",Normal,Normal,Normal,Normal,887179.004872619,8418068.81372549,2,"9"
"20190627","2303",20190627-2303,"618234",145.645548399999996,-16.813923200000001,"5003","0","0","84",Accumulator,Normal,Normal,Normal,995427.730027832,8135210.57971381,3,"5"
"20190627","2306",20190627-2306,"660516",145.584180599999996,-17.766650559999999,"781","0","0","115",Normal,Normal,Normal,Normal,986352.870278127,8029685.05112803,3,"3"
"20190627","2293",20190627-2293,"675025",145.060293199999990,-16.128603320000000,"1085","0","0","145",Accumulator,Normal,Normal,Normal,934447.84319908,8212557.70796898,3,"3"
"20190627","2294",20190627-2294,"675034",145.041126800000001,-16.149992160000000,"4998","0","0","137",Accumulator,Normal,Normal,Normal,932347.586760351,8210227.14856075,3,"4"
"20190627","2305",20190627-2305,"766871",145.288772399999999,-15.746407400000001,"325","0","0","84",Normal,Normal,Normal,Normal,959805.481308482,8254438.80614487,3,"3"
"20190627","2301",20190627-2301,"870313",145.670287699999989,-16.740265770000001,"1315","0","0","115",Accumulator,Normal,Normal,Normal,998263.644423178,8143319.21186458,3,"5"
"20190627","2302",20190627-2302,"870316",145.673066100000000,-16.970820300000000,"4995","0","0","0",Accumulator,Normal,Normal,Normal,997954.401026254,8117736.30922412,3,"5"
"20190627","2286",20190627-2286,"907699",145.307694400000003,-16.621638890000000,"797","0","0","126",Normal,Normal,Normal,Normal,959799.849897058,8157349.39134139,3,"7"
"20190627","2363",20190627-2363,"13024",145.859175899999997,-17.273596290000000,"1526","0","0","783",Accumulator,Normal,Normal,Accumulator,1016984.08887674,8083657.26308556,3,"5"
"20190627","2364",20190627-2364,"114019",145.859175800000003,-17.256929700000001,"211","0","0","176",Normal,Normal,Normal,Normal,1017030.74050674,8085506.56369215,3,"5"
"20190627","2365",20190627-2365,"212020",145.917508499999997,-17.248596249999999,"1585","0","0","405",Accumulator,Normal,Normal,Accumulator,1023273.69742252,8086273.49535073,3,"5"
